"reporting_year","pollutant_group","pollutant","nfr","unit","year","emission"
2025,"Particulate Matter","Black Carbon","1A5a","kilotonne",2045,0.023504910015446
2025,"Particulate Matter","Black Carbon","1A5a","kilotonne",2050,0.0240156189158426
2025,"Particulate Matter","Black Carbon","1A5b","kilotonne",2025,0.0483501645529514
2025,"Particulate Matter","Black Carbon","1A5b","kilotonne",2030,0.0486421473354892
2025,"Particulate Matter","Black Carbon","1A5b","kilotonne",2035,0.0489542161751278
2025,"Particulate Matter","Black Carbon","1A5b","kilotonne",2040,0.0493084160691062
2025,"Particulate Matter","Black Carbon","1A5b","kilotonne",2045,0.049705971919169
2025,"Particulate Matter","Black Carbon","1A5b","kilotonne",2050,0.0501539093648651
2025,"Particulate Matter","Black Carbon","1B1a","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","1B1a","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","1B1a","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","1B1a","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","1B1a","kilotonne",2045,0
2025,"Particulate Matter","Black Carbon","1B1a","kilotonne",2050,0
2025,"Particulate Matter","Black Carbon","1B1b","kilotonne",2025,0.304727519948043
2025,"Particulate Matter","Black Carbon","1B1b","kilotonne",2030,0.304727472286126
2025,"Particulate Matter","Black Carbon","1B1b","kilotonne",2035,0.304727472286126
2025,"Particulate Matter","Black Carbon","1B1b","kilotonne",2040,0.304727472286126
2025,"Particulate Matter","Black Carbon","1B1b","kilotonne",2045,0.304727472286126
2025,"Particulate Matter","Black Carbon","1B1b","kilotonne",2050,0.304727472286126
2025,"Particulate Matter","Black Carbon","1B2c","kilotonne",2025,0.0996539544472244
2025,"Particulate Matter","Black Carbon","1B2c","kilotonne",2030,0.0654993433125421
2025,"Particulate Matter","Black Carbon","1B2c","kilotonne",2035,0.0446378534380074
2025,"Particulate Matter","Black Carbon","1B2c","kilotonne",2040,0.0305183220980425
2025,"Particulate Matter","Black Carbon","1B2c","kilotonne",2045,0.020987047388795
2025,"Particulate Matter","Black Carbon","1B2c","kilotonne",2050,0.014440508774124
2025,"Particulate Matter","Black Carbon","2A1","kilotonne",2025,0.000515700180780231
2025,"Particulate Matter","Black Carbon","2A1","kilotonne",2030,0.000526925513523511
2025,"Particulate Matter","Black Carbon","2A1","kilotonne",2035,0.000552708425202814
2025,"Particulate Matter","Black Carbon","2A1","kilotonne",2040,0.000596121628367831
2025,"Particulate Matter","Black Carbon","2A1","kilotonne",2045,0.000652503409414831
2025,"Particulate Matter","Black Carbon","2A1","kilotonne",2050,0.000713366408449578
2025,"Particulate Matter","Black Carbon","2A3","kilotonne",2025,0.00344528342354816
2025,"Particulate Matter","Black Carbon","2A3","kilotonne",2030,0.00350089405290888
2025,"Particulate Matter","Black Carbon","2A3","kilotonne",2035,0.00365559249654852
2025,"Particulate Matter","Black Carbon","2A3","kilotonne",2040,0.00392893263791282
2025,"Particulate Matter","Black Carbon","2A3","kilotonne",2045,0.0042908342126574
2025,"Particulate Matter","Black Carbon","2A3","kilotonne",2050,0.00468232959210912
2025,"Particulate Matter","Black Carbon","2A5a","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","2A5a","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","2A5a","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","2A5a","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","2A5a","kilotonne",2045,0
2025,"Particulate Matter","Black Carbon","2A5a","kilotonne",2050,0
2025,"Particulate Matter","Black Carbon","2A5b","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","2A5b","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","2A5b","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","2A5b","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","2A5b","kilotonne",2045,0
2025,"Particulate Matter","Black Carbon","2A5b","kilotonne",2050,0
2025,"Particulate Matter","Black Carbon","2A6","kilotonne",2025,0.000640981991906458
2025,"Particulate Matter","Black Carbon","2A6","kilotonne",2030,0.000640981991906458
2025,"Particulate Matter","Black Carbon","2A6","kilotonne",2035,0.000640981991906458
2025,"Particulate Matter","Black Carbon","2A6","kilotonne",2040,0.000640981991906458
2025,"Particulate Matter","Black Carbon","2A6","kilotonne",2045,0.000640981991906458
2025,"Particulate Matter","Black Carbon","2A6","kilotonne",2050,0.000640981991906458
2025,"Particulate Matter","Black Carbon","2B10a","kilotonne",2025,0.00100441791361054
2025,"Particulate Matter","Black Carbon","2B10a","kilotonne",2030,0.00100712430587213
2025,"Particulate Matter","Black Carbon","2B10a","kilotonne",2035,0.00100999626450601
2025,"Particulate Matter","Black Carbon","2B10a","kilotonne",2040,0.00101331991684993
2025,"Particulate Matter","Black Carbon","2B10a","kilotonne",2045,0.00101676927126369
2025,"Particulate Matter","Black Carbon","2B10a","kilotonne",2050,0.00102038657641247
2025,"Particulate Matter","Black Carbon","2B6","kilotonne",2025,0.000240062639916979
2025,"Particulate Matter","Black Carbon","2B6","kilotonne",2030,0.000264645427763476
2025,"Particulate Matter","Black Carbon","2B6","kilotonne",2035,0.000290732093322898
2025,"Particulate Matter","Black Carbon","2B6","kilotonne",2040,0.000320921597485223
2025,"Particulate Matter","Black Carbon","2B6","kilotonne",2045,0.00035225288266677
2025,"Particulate Matter","Black Carbon","2B6","kilotonne",2050,0.000385109703280219
2025,"Particulate Matter","Black Carbon","2B7","kilotonne",2025,0
2025,"Particulate Matter","Black Carbon","2B7","kilotonne",2030,0
2025,"Particulate Matter","Black Carbon","2B7","kilotonne",2035,0
2025,"Particulate Matter","Black Carbon","2B7","kilotonne",2040,0
2025,"Particulate Matter","Black Carbon","2B7","kilotonne",2045,0
2025,"Particulate Matter","Black Carbon","2B7","kilotonne",2050,0
2025,"Particulate Matter","Black Carbon","2C1","kilotonne",2025,0.00363600538788606
2025,"Particulate Matter","Black Carbon","2C1","kilotonne",2030,0.00192346072809836
2025,"Particulate Matter","Black Carbon","2C1","kilotonne",2035,0.00290625459930771
2025,"Particulate Matter","Black Carbon","2C1","kilotonne",2040,0.00290625459930771
