"reporting_year","pollutant_group","pollutant","nfr","unit","year","emission"
2019,"Air Pollutants","Ammonia","2D3a","kilotonne",2025,1.32046771264123
2019,"Air Pollutants","Ammonia","2D3a","kilotonne",2030,1.37290437748307
2019,"Air Pollutants","Ammonia","2G","kilotonne",2020,0.109522767945374
2019,"Air Pollutants","Ammonia","2G","kilotonne",2025,0.0972256990404653
2019,"Air Pollutants","Ammonia","2G","kilotonne",2030,0.0863093284733434
2019,"Air Pollutants","Ammonia","2H1","kilotonne",2020,0.00439001374889585
2019,"Air Pollutants","Ammonia","2H1","kilotonne",2025,0.00391400842181399
2019,"Air Pollutants","Ammonia","2H1","kilotonne",2030,0.0035760395811555
2019,"Air Pollutants","Ammonia","2H2","kilotonne",2020,0.627597638984219
2019,"Air Pollutants","Ammonia","2H2","kilotonne",2025,0.637425648565771
2019,"Air Pollutants","Ammonia","2H2","kilotonne",2030,0.646583843980018
2019,"Air Pollutants","Ammonia","3B1a","kilotonne",2020,35.8003157548811
2019,"Air Pollutants","Ammonia","3B1a","kilotonne",2025,35.1579960172929
2019,"Air Pollutants","Ammonia","3B1a","kilotonne",2030,35.1465787279079
2019,"Air Pollutants","Ammonia","3B1b","kilotonne",2020,35.6111542311565
2019,"Air Pollutants","Ammonia","3B1b","kilotonne",2025,35.092702817677
2019,"Air Pollutants","Ammonia","3B1b","kilotonne",2030,35.2137909339979
2019,"Air Pollutants","Ammonia","3B2","kilotonne",2020,1.82839680354259
2019,"Air Pollutants","Ammonia","3B2","kilotonne",2025,1.82406086772008
2019,"Air Pollutants","Ammonia","3B2","kilotonne",2030,1.81986205918287
2019,"Air Pollutants","Ammonia","3B3","kilotonne",2020,12.6061374235697
2019,"Air Pollutants","Ammonia","3B3","kilotonne",2025,12.2226179105486
2019,"Air Pollutants","Ammonia","3B3","kilotonne",2030,12.2480256700512
2019,"Air Pollutants","Ammonia","3B4d","kilotonne",2020,0.0316251616341375
2019,"Air Pollutants","Ammonia","3B4d","kilotonne",2025,0.0316251616341375
2019,"Air Pollutants","Ammonia","3B4d","kilotonne",2030,0.0316251616341375
2019,"Air Pollutants","Ammonia","3B4e","kilotonne",2020,0.561903409461673
2019,"Air Pollutants","Ammonia","3B4e","kilotonne",2025,0.561903409461673
2019,"Air Pollutants","Ammonia","3B4e","kilotonne",2030,0.561903409461673
2019,"Air Pollutants","Ammonia","3B4gi","kilotonne",2020,5.46728232221256
2019,"Air Pollutants","Ammonia","3B4gi","kilotonne",2025,5.45063925314088
2019,"Air Pollutants","Ammonia","3B4gi","kilotonne",2030,5.48098349895678
2019,"Air Pollutants","Ammonia","3B4gii","kilotonne",2020,4.10731255039082
2019,"Air Pollutants","Ammonia","3B4gii","kilotonne",2025,4.09087908027557
2019,"Air Pollutants","Ammonia","3B4gii","kilotonne",2030,4.11294929959321
2019,"Air Pollutants","Ammonia","3B4giii","kilotonne",2020,2.06974674200753
2019,"Air Pollutants","Ammonia","3B4giii","kilotonne",2025,2.0596053201615
2019,"Air Pollutants","Ammonia","3B4giii","kilotonne",2030,2.07107856541382
2019,"Air Pollutants","Ammonia","3B4giv","kilotonne",2020,3.8616199114315
2019,"Air Pollutants","Ammonia","3B4giv","kilotonne",2025,3.8463628206138
2019,"Air Pollutants","Ammonia","3B4giv","kilotonne",2030,3.8674500012398
2019,"Air Pollutants","Ammonia","3B4h","kilotonne",2020,0.0178625988806112
2019,"Air Pollutants","Ammonia","3B4h","kilotonne",2025,0.0178625988806112
2019,"Air Pollutants","Ammonia","3B4h","kilotonne",2030,0.0178625988806112
2019,"Air Pollutants","Ammonia","3Da1","kilotonne",2020,44.7403680382352
2019,"Air Pollutants","Ammonia","3Da1","kilotonne",2025,43.3751548322194
2019,"Air Pollutants","Ammonia","3Da1","kilotonne",2030,43.2562129971732
2019,"Air Pollutants","Ammonia","3Da2a","kilotonne",2020,60.1439643267072
2019,"Air Pollutants","Ammonia","3Da2a","kilotonne",2025,59.3728423606953
2019,"Air Pollutants","Ammonia","3Da2a","kilotonne",2030,59.5343848030375
2019,"Air Pollutants","Ammonia","3Da2b","kilotonne",2020,4.19153539165462
2019,"Air Pollutants","Ammonia","3Da2b","kilotonne",2025,4.19153539165462
2019,"Air Pollutants","Ammonia","3Da2b","kilotonne",2030,4.19153539165462
2019,"Air Pollutants","Ammonia","3Da2c","kilotonne",2020,23.29
2019,"Air Pollutants","Ammonia","3Da2c","kilotonne",2025,23.29
2019,"Air Pollutants","Ammonia","3Da2c","kilotonne",2030,23.29
2019,"Air Pollutants","Ammonia","3Da3","kilotonne",2020,17.5561139825449
2019,"Air Pollutants","Ammonia","3Da3","kilotonne",2025,17.353950152361
2019,"Air Pollutants","Ammonia","3Da3","kilotonne",2030,17.3637095844714
2019,"Air Pollutants","Ammonia","5A","kilotonne",2020,0.647946844065128
2019,"Air Pollutants","Ammonia","5A","kilotonne",2025,0.569891253246491
2019,"Air Pollutants","Ammonia","5A","kilotonne",2030,0.546223669568714
2019,"Air Pollutants","Ammonia","5B1","kilotonne",2020,7.58788113943575
2019,"Air Pollutants","Ammonia","5B1","kilotonne",2025,7.58788113943575
2019,"Air Pollutants","Ammonia","5B1","kilotonne",2030,7.58788113943575
2019,"Air Pollutants","Ammonia","5B2","kilotonne",2020,1.49134227587369
2019,"Air Pollutants","Ammonia","5B2","kilotonne",2025,1.49134227587369
2019,"Air Pollutants","Ammonia","5B2","kilotonne",2030,1.49134227587369
2019,"Air Pollutants","Ammonia","5C1bii","kilotonne",2020,0.00127784119501903
2019,"Air Pollutants","Ammonia","5C1bii","kilotonne",2025,0.00110641134736385
2019,"Air Pollutants","Ammonia","5C1bii","kilotonne",2030,0.00105644233064214
2019,"Air Pollutants","Ammonia","5C1biv","kilotonne",2020,0.01310780835
2019,"Air Pollutants","Ammonia","5C1biv","kilotonne",2025,0.01310780835
2019,"Air Pollutants","Ammonia","5C1biv","kilotonne",2030,0.01310780835
2019,"Air Pollutants","Ammonia","5D1","kilotonne",2020,1.50513699365909
