"reporting_year","pollutant_group","pollutant","nfr","unit","year","emission"
2020,"Particulate Matter","Black Carbon","1A1a","kilotonne",2020,0.0573065055049097
2020,"Particulate Matter","Black Carbon","1A1a","kilotonne",2025,0.0639416969036345
2020,"Particulate Matter","Black Carbon","1A1a","kilotonne",2030,0.0435012501277154
2020,"Particulate Matter","Black Carbon","1A1b","kilotonne",2020,0.0225599794952771
2020,"Particulate Matter","Black Carbon","1A1b","kilotonne",2025,0.0225599794952771
2020,"Particulate Matter","Black Carbon","1A1b","kilotonne",2030,0.0225599794952771
2020,"Particulate Matter","Black Carbon","1A1c","kilotonne",2020,0.0437317320451387
2020,"Particulate Matter","Black Carbon","1A1c","kilotonne",2025,0.0407245869287335
2020,"Particulate Matter","Black Carbon","1A1c","kilotonne",2030,0.0384476205489183
2020,"Particulate Matter","Black Carbon","1A2a","kilotonne",2020,0.0112423101327679
2020,"Particulate Matter","Black Carbon","1A2a","kilotonne",2025,0.0104099089554051
2020,"Particulate Matter","Black Carbon","1A2a","kilotonne",2030,0.0100025825107449
2020,"Particulate Matter","Black Carbon","1A2b","kilotonne",2020,0.00358343601892264
2020,"Particulate Matter","Black Carbon","1A2b","kilotonne",2025,0.00236546074947497
2020,"Particulate Matter","Black Carbon","1A2b","kilotonne",2030,0.0014972100991417
2020,"Particulate Matter","Black Carbon","1A2c","kilotonne",2020,0.0494219634978896
2020,"Particulate Matter","Black Carbon","1A2c","kilotonne",2025,0.0443737875589001
2020,"Particulate Matter","Black Carbon","1A2c","kilotonne",2030,0.0412269930270228
2020,"Particulate Matter","Black Carbon","1A2d","kilotonne",2020,0.0185727105154457
2020,"Particulate Matter","Black Carbon","1A2d","kilotonne",2025,0.0116580112105556
2020,"Particulate Matter","Black Carbon","1A2d","kilotonne",2030,0.00671651520831698
2020,"Particulate Matter","Black Carbon","1A2e","kilotonne",2020,0.0177283096673561
2020,"Particulate Matter","Black Carbon","1A2e","kilotonne",2025,0.0127699047466353
2020,"Particulate Matter","Black Carbon","1A2e","kilotonne",2030,0.00915638188065573
2020,"Particulate Matter","Black Carbon","1A2f","kilotonne",2020,0.00358901609057442
2020,"Particulate Matter","Black Carbon","1A2f","kilotonne",2025,0.00358901609057442
2020,"Particulate Matter","Black Carbon","1A2f","kilotonne",2030,0.00358901609057442
2020,"Particulate Matter","Black Carbon","1A2gvii","kilotonne",2020,1.83937070781281
2020,"Particulate Matter","Black Carbon","1A2gvii","kilotonne",2025,1.73787289954325
2020,"Particulate Matter","Black Carbon","1A2gvii","kilotonne",2030,1.73860968763705
2020,"Particulate Matter","Black Carbon","1A2gviii","kilotonne",2020,4.43675304695088
2020,"Particulate Matter","Black Carbon","1A2gviii","kilotonne",2025,4.49479673009081
2020,"Particulate Matter","Black Carbon","1A2gviii","kilotonne",2030,4.46792347141107
2020,"Particulate Matter","Black Carbon","1A3ai(i)","kilotonne",2020,0.0128470192421035
